date,property_id,gas_usage_kwh,electricity_usage_kwh,infrared_usage_kwh,temperature,gas_cost,electricity_cost,infrared_cost,carbon_emissions_gas,carbon_emissions_electricity,carbon_emissions_infra
12/05/2024 09:00,4,25.95,18.99,13.87,14.86,1.3,2.85,1.11,4.77,4.42,1.39
12/05/2024 10:00,4,24.39,20.63,13.25,16.5,1.22,3.09,1.06,4.49,4.81,1.33
12/05/2024 11:00,4,23.25,18.81,11.52,15.44,1.16,2.82,0.92,4.28,4.38,1.15
12/05/2024 12:00,4,23.94,18.2,13.45,13.41,1.2,2.73,1.08,4.4,4.24,1.34
12/05/2024 13:00,4,26.61,18.15,11.4,15.48,1.33,2.72,0.91,4.9,4.23,1.14
12/05/2024 14:00,4,23.64,17.2,11.72,14.75,1.18,2.58,0.94,4.35,4.01,1.17
12/05/2024 15:00,4,22.2,18.05,12.93,15.4,1.11,2.71,1.03,4.08,4.21,1.29
12/05/2024 16:00,4,22.65,18.28,9.18,15.56,1.13,2.74,0.73,4.17,4.26,0.92
12/05/2024 17:00,4,21.87,18.13,11.17,14.99,1.09,2.72,0.89,4.02,4.22,1.12
12/05/2024 18:00,4,21.97,15.05,10.28,15.74,1.1,2.26,0.82,4.04,3.51,1.03
12/05/2024 19:00,4,20.6,18.08,11.25,16.43,1.03,2.71,0.9,3.79,4.21,1.12
12/05/2024 20:00,4,23.11,15.6,10.98,14.3,1.16,2.34,0.88,4.25,3.63,1.1
12/05/2024 21:00,4,21.89,15.59,12.75,13.59,1.09,2.34,1.02,4.03,3.63,1.28
12/05/2024 22:00,4,22.32,15.63,10.75,14.7,1.12,2.34,0.86,4.11,3.64,1.07
12/05/2024 23:00,4,23.28,18.63,12.31,15.48,1.16,2.79,0.98,4.28,4.34,1.23
13/05/2024,4,26.04,20.33,12.2,13.23,1.3,3.05,0.98,4.79,4.74,1.22
13/05/2024 01:00,4,24.78,18.92,14.08,16.26,1.24,2.84,1.13,4.56,4.41,1.41
13/05/2024 02:00,4,26.2,20.03,12.69,15.01,1.31,3,1.02,4.82,4.67,1.27
13/05/2024 03:00,4,27.54,20.4,13.64,13.89,1.38,3.06,1.09,5.07,4.75,1.36
13/05/2024 04:00,4,26.75,18.76,12.95,14.36,1.34,2.81,1.04,4.92,4.37,1.29
13/05/2024 05:00,4,27.77,20.4,15.33,15.91,1.39,3.06,1.23,5.11,4.75,1.53
13/05/2024 06:00,4,29.13,19.68,13.83,14.67,1.46,2.95,1.11,5.36,4.59,1.38
13/05/2024 07:00,4,25.23,18.58,15.01,15.34,1.26,2.79,1.2,4.64,4.33,1.5
13/05/2024 08:00,4,27.58,18.21,11.91,16.48,1.38,2.73,0.95,5.07,4.24,1.19
13/05/2024 09:00,4,25.92,18.1,14.74,15.06,1.3,2.72,1.18,4.77,4.22,1.47
13/05/2024 10:00,4,23.92,21.67,11.66,15.13,1.2,3.25,0.93,4.4,5.05,1.17
13/05/2024 11:00,4,26.1,18.91,12.39,16.17,1.31,2.84,0.99,4.8,4.41,1.24
13/05/2024 12:00,4,25.53,16.59,13.84,15.43,1.28,2.49,1.11,4.7,3.87,1.38
13/05/2024 13:00,4,24.86,17.9,11.53,15.04,1.24,2.68,0.92,4.57,4.17,1.15
13/05/2024 14:00,4,22.87,18.1,11,16.71,1.14,2.72,0.88,4.21,4.22,1.1
13/05/2024 15:00,4,21.78,17.37,11.95,14.6,1.09,2.61,0.96,4.01,4.05,1.2
13/05/2024 16:00,4,20.91,20.62,8.89,14.54,1.05,3.09,0.71,3.85,4.8,0.89
13/05/2024 17:00,4,22.79,17.24,11.2,15.45,1.14,2.59,0.9,4.19,4.02,1.12
13/05/2024 18:00,4,25.56,15.91,12.66,13.83,1.28,2.39,1.01,4.7,3.71,1.27
13/05/2024 19:00,4,22.57,18.4,10.72,14.62,1.13,2.76,0.86,4.15,4.29,1.07
13/05/2024 20:00,4,23.68,19.07,11.07,14.03,1.18,2.86,0.89,4.36,4.44,1.11
13/05/2024 21:00,4,20.96,15.72,11.37,16.77,1.05,2.36,0.91,3.86,3.66,1.14
13/05/2024 22:00,4,24.35,15.98,11.54,15.28,1.22,2.4,0.92,4.48,3.72,1.15
13/05/2024 23:00,4,26.43,18.12,12.05,15.49,1.32,2.72,0.96,4.86,4.22,1.21
14/05/2024,4,23.59,17.34,12.5,14.21,1.18,2.6,1,4.34,4.04,1.25
14/05/2024 01:00,4,26.24,18.01,12.9,14.93,1.31,2.7,1.03,4.83,4.2,1.29
14/05/2024 02:00,4,25.05,21.03,15.18,13.62,1.25,3.15,1.21,4.61,4.9,1.52
14/05/2024 03:00,4,27.81,20.95,12.23,14.79,1.39,3.14,0.98,5.12,4.88,1.22
14/05/2024 04:00,4,26.56,20.26,15.15,15.58,1.33,3.04,1.21,4.89,4.72,1.52
14/05/2024 05:00,4,28.94,21.06,13.61,15.43,1.45,3.16,1.09,5.32,4.91,1.36
14/05/2024 06:00,4,27.49,19.71,12.97,16.7,1.37,2.96,1.04,5.06,4.59,1.3
14/05/2024 07:00,4,27.28,19.8,11.95,15.05,1.36,2.97,0.96,5.02,4.61,1.2
14/05/2024 08:00,4,26,19.87,14.39,13.3,1.3,2.98,1.15,4.78,4.63,1.44
14/05/2024 09:00,4,27.06,21.94,13.94,14.84,1.35,3.29,1.12,4.98,5.11,1.39
14/05/2024 10:00,4,25.82,23.77,12.95,14.79,1.29,3.57,1.04,4.75,5.54,1.29
14/05/2024 11:00,4,24.09,21.12,12.83,14.66,1.2,3.17,1.03,4.43,4.92,1.28
14/05/2024 12:00,4,24.98,21.29,14.24,15.14,1.25,3.19,1.14,4.6,4.96,1.42
14/05/2024 13:00,4,23.88,18.2,12.34,15.45,1.19,2.73,0.99,4.39,4.24,1.23
14/05/2024 14:00,4,22.92,18.21,11.44,13.84,1.15,2.73,0.92,4.22,4.24,1.14
14/05/2024 15:00,4,22.56,15.53,11.99,15.36,1.13,2.33,0.96,4.15,3.62,1.2
14/05/2024 16:00,4,24.45,16.96,11.31,15.42,1.22,2.54,0.9,4.5,3.95,1.13
14/05/2024 17:00,4,22.07,16.08,11.61,15.08,1.1,2.41,0.93,4.06,3.75,1.16
14/05/2024 18:00,4,24.68,15.86,10.35,13.47,1.23,2.38,0.83,4.54,3.7,1.03
14/05/2024 19:00,4,22.27,16.63,10.09,15.36,1.11,2.49,0.81,4.1,3.87,1.01
14/05/2024 20:00,4,23.17,14.78,13.07,14.28,1.16,2.22,1.05,4.26,3.44,1.31
14/05/2024 21:00,4,22.76,16.63,12.16,14.29,1.14,2.49,0.97,4.19,3.87,1.22
14/05/2024 22:00,4,23.29,19.67,10.93,13.76,1.16,2.95,0.87,4.29,4.58,1.09
14/05/2024 23:00,4,24.49,17.19,11.33,14.33,1.22,2.58,0.91,4.51,4.01,1.13
15/05/2024,4,24.73,16.91,12.39,14.2,1.24,2.54,0.99,4.55,3.94,1.24
15/05/2024 01:00,4,24.5,17.5,12.92,13.84,1.23,2.62,1.03,4.51,4.08,1.29
15/05/2024 02:00,4,27.37,20.72,13.19,15.04,1.37,3.11,1.06,5.04,4.83,1.32
15/05/2024 03:00,4,27.36,18.13,14.57,14.16,1.37,2.72,1.17,5.03,4.22,1.46
15/05/2024 04:00,4,24.75,21.12,13.63,13.59,1.24,3.17,1.09,4.55,4.92,1.36
15/05/2024 05:00,4,26.2,19.49,12.24,15.25,1.31,2.92,0.98,4.82,4.54,1.22
15/05/2024 06:00,4,27.2,20.53,14.18,16.68,1.36,3.08,1.13,5,4.78,1.42
15/05/2024 07:00,4,26.01,20.97,13.22,14.71,1.3,3.15,1.06,4.79,4.89,1.32
15/05/2024 08:00,4,28.89,22.33,14.48,15.01,1.44,3.35,1.16,5.32,5.2,1.45
15/05/2024 09:00,4,25.57,20.03,15.25,15.47,1.28,3,1.22,4.7,4.67,1.53
15/05/2024 10:00,4,26.64,18.41,14.72,14.61,1.33,2.76,1.18,4.9,4.29,1.47
15/05/2024 11:00,4,25.66,18.75,14.29,14.48,1.28,2.81,1.14,4.72,4.37,1.43
15/05/2024 12:00,4,25.18,17,13.3,14.9,1.26,2.55,1.06,4.63,3.96,1.33
15/05/2024 13:00,4,23.03,18.14,14.01,16.18,1.15,2.72,1.12,4.24,4.23,1.4
15/05/2024 14:00,4,23.36,17.25,10.26,16.79,1.17,2.59,0.82,4.3,4.02,1.03
15/05/2024 15:00,4,22.58,17.81,12.41,14.72,1.13,2.67,0.99,4.15,4.15,1.24
15/05/2024 16:00,4,22.4,17.56,11.27,14.48,1.12,2.63,0.9,4.12,4.09,1.13
15/05/2024 17:00,4,23.91,18.83,10.62,14.63,1.2,2.82,0.85,4.4,4.39,1.06
15/05/2024 18:00,4,24.17,18.37,11.5,14.46,1.21,2.76,0.92,4.45,4.28,1.15
15/05/2024 19:00,4,20.79,16.81,13.54,15.82,1.04,2.52,1.08,3.83,3.92,1.35
15/05/2024 20:00,4,21.74,17.27,12.07,15.34,1.09,2.59,0.97,4,4.02,1.21
15/05/2024 21:00,4,22.93,16.56,12.26,15.3,1.15,2.48,0.98,4.22,3.86,1.23
15/05/2024 22:00,4,22.9,18.14,12.54,16.67,1.15,2.72,1,4.21,4.23,1.25
15/05/2024 23:00,4,22.98,20.54,12.97,15.17,1.15,3.08,1.04,4.23,4.79,1.3
16/05/2024,4,25.94,18.91,13.18,15.94,1.3,2.84,1.05,4.77,4.41,1.32
16/05/2024 01:00,4,23.18,19.1,15.05,15.43,1.16,2.87,1.2,4.27,4.45,1.51
16/05/2024 02:00,4,26.18,19.29,12.44,14.57,1.31,2.89,1,4.82,4.49,1.24
16/05/2024 03:00,4,27.6,19,11.97,14.94,1.38,2.85,0.96,5.08,4.43,1.2
16/05/2024 04:00,4,26.07,20.06,14.43,17,1.3,3.01,1.15,4.8,4.67,1.44
16/05/2024 05:00,4,26.64,20.21,14.6,15.18,1.33,3.03,1.17,4.9,4.71,1.46
16/05/2024 06:00,4,27.82,19.82,14.06,16.39,1.39,2.97,1.12,5.12,4.62,1.41
16/05/2024 07:00,4,26.89,21.12,13.27,15.31,1.34,3.17,1.06,4.95,4.92,1.33
16/05/2024 08:00,4,29.03,21.02,15.26,17.18,1.45,3.15,1.22,5.34,4.9,1.53
16/05/2024 09:00,4,27.74,21.03,13.21,16.19,1.39,3.15,1.06,5.1,4.9,1.32
16/05/2024 10:00,4,24.89,20.85,13.96,15.58,1.24,3.13,1.12,4.58,4.86,1.4
16/05/2024 11:00,4,25.94,20.34,13.72,15.28,1.3,3.05,1.1,4.77,4.74,1.37
16/05/2024 12:00,4,25.44,18.82,13.27,15.91,1.27,2.82,1.06,4.68,4.39,1.33
16/05/2024 13:00,4,24.81,16.45,12.61,15.48,1.24,2.47,1.01,4.57,3.83,1.26
16/05/2024 14:00,4,23.16,19.04,11.33,15.79,1.16,2.86,0.91,4.26,4.44,1.13
16/05/2024 15:00,4,25.37,18.77,12.54,14.22,1.27,2.82,1,4.67,4.37,1.25
16/05/2024 16:00,4,23.22,18.42,10.68,16.65,1.16,2.76,0.85,4.27,4.29,1.07
16/05/2024 17:00,4,21.43,18.63,11,16.21,1.07,2.79,0.88,3.94,4.34,1.1
16/05/2024 18:00,4,25.07,15.05,11.04,15.81,1.25,2.26,0.88,4.61,3.51,1.1
16/05/2024 19:00,4,23.78,17.45,11.59,13.89,1.19,2.62,0.93,4.38,4.07,1.16
16/05/2024 20:00,4,26.39,17.64,10.35,16,1.32,2.65,0.83,4.86,4.11,1.03
16/05/2024 21:00,4,23.69,17.83,10.97,15.27,1.18,2.67,0.88,4.36,4.15,1.1
16/05/2024 22:00,4,22.27,17.14,12.12,12.96,1.11,2.57,0.97,4.1,3.99,1.21
16/05/2024 23:00,4,25.01,16.92,13.84,13.55,1.25,2.54,1.11,4.6,3.94,1.38
17/05/2024,4,24.65,20.05,11.46,14.8,1.23,3.01,0.92,4.54,4.67,1.15
17/05/2024 01:00,4,24.34,18.93,11.62,13.68,1.22,2.84,0.93,4.48,4.41,1.16
17/05/2024 02:00,4,25.44,21.99,14.24,14.88,1.27,3.3,1.14,4.68,5.12,1.42
17/05/2024 03:00,4,26.21,19.65,12.45,13.19,1.31,2.95,1,4.82,4.58,1.25
17/05/2024 04:00,4,26.84,20.41,16.74,14.9,1.34,3.06,1.34,4.94,4.76,1.67
17/05/2024 05:00,4,26.3,18.32,14.55,15.79,1.32,2.75,1.16,4.84,4.27,1.46
17/05/2024 06:00,4,27.79,19.34,13.44,17.68,1.39,2.9,1.08,5.11,4.51,1.34
17/05/2024 07:00,4,26.26,23.64,13.11,14.85,1.31,3.55,1.05,4.83,5.51,1.31
17/05/2024 08:00,4,24.85,20.83,16.03,14.71,1.24,3.12,1.28,4.57,4.85,1.6
17/05/2024 09:00,4,25.33,20.15,12.33,14.89,1.27,3.02,0.99,4.66,4.69,1.23
17/05/2024 10:00,4,27.37,19.02,13.52,15.37,1.37,2.85,1.08,5.04,4.43,1.35
17/05/2024 11:00,4,27.52,20.34,12.99,14.96,1.38,3.05,1.04,5.06,4.74,1.3
17/05/2024 12:00,4,28.56,18.11,12.58,14.45,1.43,2.72,1.01,5.26,4.22,1.26
17/05/2024 13:00,4,26.27,16.87,11.6,13.97,1.31,2.53,0.93,4.83,3.93,1.16
17/05/2024 14:00,4,25.33,17.77,10.94,14.52,1.27,2.67,0.88,4.66,4.14,1.09
17/05/2024 15:00,4,21.32,18.31,10.57,15.48,1.07,2.75,0.85,3.92,4.27,1.06
17/05/2024 16:00,4,25.68,19.04,10.51,14.94,1.28,2.86,0.84,4.73,4.44,1.05
17/05/2024 17:00,4,22.57,17.27,12.02,15.14,1.13,2.59,0.96,4.15,4.02,1.2
17/05/2024 18:00,4,21.92,16.98,12.43,15.89,1.1,2.55,0.99,4.03,3.96,1.24
17/05/2024 19:00,4,22.41,19.81,12.09,14.83,1.12,2.97,0.97,4.12,4.62,1.21
17/05/2024 20:00,4,23.73,15.77,11.04,14.5,1.19,2.37,0.88,4.37,3.67,1.1
17/05/2024 21:00,4,20.94,17.91,13.78,14.58,1.05,2.69,1.1,3.85,4.17,1.38
17/05/2024 22:00,4,22.95,17.1,10.13,15.45,1.15,2.56,0.81,4.22,3.98,1.01
17/05/2024 23:00,4,22.97,18.81,14.14,16.61,1.15,2.82,1.13,4.23,4.38,1.41
18/05/2024,4,25.34,19.25,12.22,16.21,1.27,2.89,0.98,4.66,4.49,1.22
18/05/2024 01:00,4,26.91,19.4,13.87,14.93,1.35,2.91,1.11,4.95,4.52,1.39
18/05/2024 02:00,4,28.03,19.4,14.36,14.98,1.4,2.91,1.15,5.16,4.52,1.44
18/05/2024 03:00,4,23.26,18.31,11.94,14.17,1.16,2.75,0.96,4.28,4.27,1.19
18/05/2024 04:00,4,27.2,20.1,13.9,15.25,1.36,3.02,1.11,5,4.68,1.39
18/05/2024 05:00,4,26.68,21.82,14.36,13.56,1.33,3.27,1.15,4.91,5.08,1.44
18/05/2024 06:00,4,26.48,18.52,15.73,14.98,1.32,2.78,1.26,4.87,4.32,1.57
18/05/2024 07:00,4,26.14,21.7,13.06,16.03,1.31,3.26,1.04,4.81,5.06,1.31
18/05/2024 08:00,4,26.89,19.53,16.1,13.97,1.34,2.93,1.29,4.95,4.55,1.61
18/05/2024 09:00,4,25.7,20.37,13.88,15.76,1.29,3.06,1.11,4.73,4.75,1.39
18/05/2024 10:00,4,25.9,18.55,12.62,17.89,1.29,2.78,1.01,4.77,4.32,1.26
18/05/2024 11:00,4,29.16,17.64,11.65,17.14,1.46,2.65,0.93,5.37,4.11,1.17
18/05/2024 12:00,4,24.87,18.51,13.61,15.18,1.24,2.78,1.09,4.58,4.31,1.36
18/05/2024 13:00,4,25.21,17.57,10.75,15.48,1.26,2.64,0.86,4.64,4.09,1.07
18/05/2024 14:00,4,24.2,18.29,10.91,16.08,1.21,2.74,0.87,4.45,4.26,1.09
18/05/2024 15:00,4,21.88,19.18,10.36,15.01,1.09,2.88,0.83,4.03,4.47,1.04
18/05/2024 16:00,4,22.87,16.93,11.45,15.85,1.14,2.54,0.92,4.21,3.94,1.15
18/05/2024 17:00,4,21.85,15.45,11.79,16.44,1.09,2.32,0.94,4.02,3.6,1.18
18/05/2024 18:00,4,22.67,17.48,10.39,14.79,1.13,2.62,0.83,4.17,4.07,1.04
18/05/2024 19:00,4,22.21,16.08,10.44,14.1,1.11,2.41,0.84,4.09,3.75,1.04
18/05/2024 20:00,4,24.26,16.69,9.81,14.21,1.21,2.5,0.78,4.46,3.89,0.98
18/05/2024 21:00,4,23.13,16.46,12.78,15.18,1.16,2.47,1.02,4.26,3.84,1.28
18/05/2024 22:00,4,25.68,17.76,11.41,14.07,1.28,2.66,0.91,4.73,4.14,1.14
18/05/2024 23:00,4,24.27,18.43,11.69,16.26,1.21,2.76,0.94,4.47,4.29,1.17
19/05/2024,4,21.82,16.31,11.29,16.24,1.09,2.45,0.9,4.01,3.8,1.13
19/05/2024 01:00,4,25.67,20.26,11.62,14.94,1.28,3.04,0.93,4.72,4.72,1.16
19/05/2024 02:00,4,24.07,21.03,15.9,15.19,1.2,3.15,1.27,4.43,4.9,1.59
19/05/2024 03:00,4,27.58,20.64,13,18.41,1.38,3.1,1.04,5.07,4.81,1.3
19/05/2024 04:00,4,28.58,20.01,13.07,14.38,1.43,3,1.05,5.26,4.66,1.31
19/05/2024 05:00,4,28.47,18.33,14.65,14.56,1.42,2.75,1.17,5.24,4.27,1.47
19/05/2024 06:00,4,28.98,21.23,12.23,14.27,1.45,3.18,0.98,5.33,4.95,1.22
19/05/2024 07:00,4,30.59,20.73,12.63,16.05,1.53,3.11,1.01,5.63,4.83,1.26
19/05/2024 08:00,4,26.52,21.05,14.19,14.74,1.33,3.16,1.14,4.88,4.9,1.42
19/05/2024 09:00,4,27.52,19.97,12.14,14.14,1.38,3,0.97,5.06,4.65,1.21
19/05/2024 10:00,4,23.96,20.98,13.44,15.84,1.2,3.15,1.08,4.41,4.89,1.34
19/05/2024 11:00,4,25.24,20.77,12.08,14.28,1.26,3.12,0.97,4.64,4.84,1.21
19/05/2024 12:00,4,24.61,19.27,11.15,16.27,1.23,2.89,0.89,4.53,4.49,1.11
19/05/2024 13:00,4,23.81,17.12,13.46,17.05,1.19,2.57,1.08,4.38,3.99,1.35
19/05/2024 14:00,4,24,17.9,11.21,16.94,1.2,2.68,0.9,4.42,4.17,1.12
19/05/2024 15:00,4,21.51,18,11.29,16.06,1.08,2.7,0.9,3.96,4.19,1.13
19/05/2024 16:00,4,25.65,18,11.28,15.82,1.28,2.7,0.9,4.72,4.19,1.13
19/05/2024 17:00,4,19.13,18.19,10.28,17.39,0.96,2.73,0.82,3.52,4.24,1.03
19/05/2024 18:00,4,19.83,16.07,11.24,15.26,0.99,2.41,0.9,3.65,3.74,1.12
19/05/2024 19:00,4,21,17.87,12.05,15.23,1.05,2.68,0.96,3.86,4.16,1.21
19/05/2024 20:00,4,21.03,17.28,12.84,14.44,1.05,2.59,1.03,3.87,4.03,1.28
19/05/2024 21:00,4,22.15,18.88,12.43,15.4,1.11,2.83,0.99,4.08,4.4,1.24
19/05/2024 22:00,4,24.28,16.16,14.01,15.36,1.21,2.42,1.12,4.47,3.77,1.4
19/05/2024 23:00,4,19.58,18.49,11.81,14.18,0.98,2.77,0.94,3.6,4.31,1.18
20/05/2024,4,23.93,18.37,11.95,14.77,1.2,2.76,0.96,4.4,4.28,1.2
20/05/2024 01:00,4,23.73,19.9,12.52,17.48,1.19,2.98,1,4.37,4.64,1.25
20/05/2024 02:00,4,27.28,19.3,14.5,15.74,1.36,2.9,1.16,5.02,4.5,1.45
20/05/2024 03:00,4,24.42,22.3,14.16,17.42,1.22,3.35,1.13,4.49,5.2,1.42
20/05/2024 04:00,4,26.67,20.4,14.56,15.46,1.33,3.06,1.16,4.91,4.75,1.46
20/05/2024 05:00,4,25.61,19.93,12.28,14.89,1.28,2.99,0.98,4.71,4.64,1.23
20/05/2024 06:00,4,29.63,19,14.5,14.87,1.48,2.85,1.16,5.45,4.43,1.45
20/05/2024 07:00,4,28.05,20.47,13.95,15.44,1.4,3.07,1.12,5.16,4.77,1.4
20/05/2024 08:00,4,26.68,18.1,12.43,15.52,1.33,2.72,0.99,4.91,4.22,1.24
20/05/2024 09:00,4,26.2,19.53,14.56,16.5,1.31,2.93,1.16,4.82,4.55,1.46
20/05/2024 10:00,4,24.47,21.32,14.37,15.69,1.22,3.2,1.15,4.5,4.97,1.44
20/05/2024 11:00,4,24.15,19.53,13.12,15.98,1.21,2.93,1.05,4.44,4.55,1.31
20/05/2024 12:00,4,24.45,19.29,11.01,14.73,1.22,2.89,0.88,4.5,4.49,1.1
20/05/2024 13:00,4,24.24,18.79,11.91,17.34,1.21,2.82,0.95,4.46,4.38,1.19
20/05/2024 14:00,4,21,18.26,12.39,13.8,1.05,2.74,0.99,3.86,4.25,1.24
20/05/2024 15:00,4,24.79,16.23,12.8,16.78,1.24,2.43,1.02,4.56,3.78,1.28
20/05/2024 16:00,4,22.35,17.85,10.49,16.81,1.12,2.68,0.84,4.11,4.16,1.05
20/05/2024 17:00,4,19.68,17.3,10.97,15.04,0.98,2.6,0.88,3.62,4.03,1.1
20/05/2024 18:00,4,22.41,15.5,11.33,15.07,1.12,2.32,0.91,4.12,3.61,1.13
20/05/2024 19:00,4,22.99,18.01,9.57,17.95,1.15,2.7,0.77,4.23,4.2,0.96
20/05/2024 20:00,4,22.9,16.81,10.7,14.8,1.15,2.52,0.86,4.21,3.92,1.07
20/05/2024 21:00,4,22.99,18.1,11.38,15.61,1.15,2.72,0.91,4.23,4.22,1.14
20/05/2024 22:00,4,23.86,17.87,12.64,15.5,1.19,2.68,1.01,4.39,4.16,1.26
20/05/2024 23:00,4,25.17,18.75,10.94,14.82,1.26,2.81,0.88,4.63,4.37,1.09
21/05/2024,4,27.77,18.97,11.95,15.03,1.39,2.85,0.96,5.11,4.42,1.2
21/05/2024 01:00,4,25.64,19.39,11.94,17.04,1.28,2.91,0.96,4.72,4.52,1.19
21/05/2024 02:00,4,26.92,17.53,13.75,16.14,1.35,2.63,1.1,4.95,4.08,1.38
21/05/2024 03:00,4,24.5,21.6,12.69,16.16,1.23,3.24,1.02,4.51,5.03,1.27
21/05/2024 04:00,4,26.35,20.8,14.95,15.83,1.32,3.12,1.2,4.85,4.85,1.5
21/05/2024 05:00,4,28.25,20.51,13.23,15.36,1.41,3.08,1.06,5.2,4.78,1.32
21/05/2024 06:00,4,23.67,19.57,13.8,15.93,1.18,2.94,1.1,4.36,4.56,1.38
21/05/2024 07:00,4,27.77,19.34,13.91,14.71,1.39,2.9,1.11,5.11,4.51,1.39
21/05/2024 08:00,4,28.1,19.04,13.66,15.5,1.41,2.86,1.09,5.17,4.44,1.37
21/05/2024 09:00,4,24.74,21.74,14.13,15.16,1.24,3.26,1.13,4.55,5.07,1.41
21/05/2024 10:00,4,27.35,19.26,11.07,17.95,1.37,2.89,0.89,5.03,4.49,1.11
21/05/2024 11:00,4,24.69,19.46,13.16,15.02,1.23,2.92,1.05,4.54,4.53,1.32
21/05/2024 12:00,4,24.39,18.53,13.39,16.05,1.22,2.78,1.07,4.49,4.32,1.34
21/05/2024 13:00,4,25.78,19.62,10.84,14.3,1.29,2.94,0.87,4.74,4.57,1.08
21/05/2024 14:00,4,24.02,19,13.83,16.41,1.2,2.85,1.11,4.42,4.43,1.38
21/05/2024 15:00,4,24,15.77,11.67,14.83,1.2,2.37,0.93,4.42,3.67,1.17
21/05/2024 16:00,4,22.81,18.4,11.02,17.6,1.14,2.76,0.88,4.2,4.29,1.1
21/05/2024 17:00,4,23.42,16.42,11.4,15.33,1.17,2.46,0.91,4.31,3.83,1.14
21/05/2024 18:00,4,21.83,15.87,11.13,16.58,1.09,2.38,0.89,4.02,3.7,1.11
21/05/2024 19:00,4,18.68,15.56,11.41,13.43,0.93,2.33,0.91,3.44,3.63,1.14
21/05/2024 20:00,4,22.57,16.64,11.73,16.27,1.13,2.5,0.94,4.15,3.88,1.17
21/05/2024 21:00,4,24.67,17.26,11.35,17.8,1.23,2.59,0.91,4.54,4.02,1.14
21/05/2024 22:00,4,23.19,17.88,10.87,13.51,1.16,2.68,0.87,4.27,4.17,1.09
21/05/2024 23:00,4,25.93,17.85,12.92,14.64,1.3,2.68,1.03,4.77,4.16,1.29
22/05/2024,4,24.37,18.72,12.16,16.35,1.22,2.81,0.97,4.48,4.36,1.22
22/05/2024 01:00,4,26.21,18.23,11.95,14.89,1.31,2.73,0.96,4.82,4.25,1.2
22/05/2024 02:00,4,25.44,20.1,12.96,17.66,1.27,3.02,1.04,4.68,4.68,1.3
22/05/2024 03:00,4,26.96,22.6,13.54,14.96,1.35,3.39,1.08,4.96,5.27,1.35
22/05/2024 04:00,4,26.17,21.95,13.83,15.23,1.31,3.29,1.11,4.82,5.11,1.38
22/05/2024 05:00,4,28.7,22.75,14.54,15.14,1.44,3.41,1.16,5.28,5.3,1.45
22/05/2024 06:00,4,28.86,18.77,13.4,18.04,1.44,2.82,1.07,5.31,4.37,1.34
22/05/2024 07:00,4,27.38,20.04,13.96,16,1.37,3.01,1.12,5.04,4.67,1.4
22/05/2024 08:00,4,26.21,21,12.6,14.21,1.31,3.15,1.01,4.82,4.89,1.26
22/05/2024 09:00,4,27.92,19.41,14.72,15,1.4,2.91,1.18,5.14,4.52,1.47
22/05/2024 10:00,4,25.92,20.1,13.44,14.44,1.3,3.02,1.08,4.77,4.68,1.34
22/05/2024 11:00,4,25.89,20.17,12.73,14,1.29,3.03,1.02,4.76,4.7,1.27
22/05/2024 12:00,4,22.68,19.01,13.16,14.5,1.13,2.85,1.05,4.17,4.43,1.32
22/05/2024 13:00,4,24.64,17.58,13.82,16.09,1.23,2.64,1.11,4.53,4.1,1.38
22/05/2024 14:00,4,26.93,18.47,12.6,16.91,1.35,2.77,1.01,4.96,4.3,1.26
22/05/2024 15:00,4,25.19,16.9,12.3,15.2,1.26,2.53,0.98,4.63,3.94,1.23
22/05/2024 16:00,4,23.82,18.31,11.57,15.14,1.19,2.75,0.93,4.38,4.27,1.16
22/05/2024 17:00,4,22.27,17.66,12.65,15.32,1.11,2.65,1.01,4.1,4.11,1.27
22/05/2024 18:00,4,21.38,16.58,9.65,14.45,1.07,2.49,0.77,3.93,3.86,0.97
22/05/2024 19:00,4,21.33,16.74,10.63,15.04,1.07,2.51,0.85,3.92,3.9,1.06
22/05/2024 20:00,4,22.71,16.64,11.35,16.1,1.14,2.5,0.91,4.18,3.88,1.14
22/05/2024 21:00,4,24.19,18.08,13.31,16.98,1.21,2.71,1.06,4.45,4.21,1.33
22/05/2024 22:00,4,23.33,18.72,13.32,15.18,1.17,2.81,1.07,4.29,4.36,1.33
22/05/2024 23:00,4,23.44,20.39,15.89,15.39,1.17,3.06,1.27,4.31,4.75,1.59
23/05/2024,4,26.48,20.33,13.29,14.26,1.32,3.05,1.06,4.87,4.74,1.33
23/05/2024 01:00,4,27.18,21.32,13.15,13.91,1.36,3.2,1.05,5,4.97,1.32
23/05/2024 02:00,4,26.07,19.74,12.79,15.65,1.3,2.96,1.02,4.8,4.6,1.28
23/05/2024 03:00,4,28.67,18.89,15.03,16.49,1.43,2.83,1.2,5.28,4.4,1.5
23/05/2024 04:00,4,27.02,20.28,14.86,13.8,1.35,3.04,1.19,4.97,4.73,1.49
23/05/2024 05:00,4,27.49,19.54,14.02,16.01,1.37,2.93,1.12,5.06,4.55,1.4
23/05/2024 06:00,4,29.68,17.56,15.16,13.87,1.48,2.63,1.21,5.46,4.09,1.52
23/05/2024 07:00,4,28.53,19.34,14.58,16.01,1.43,2.9,1.17,5.25,4.51,1.46
23/05/2024 08:00,4,28.86,19.54,13.3,15.33,1.44,2.93,1.06,5.31,4.55,1.33
